name;grade;stars;address;gps;link;prices
Hotel De Nice;4,1;3.0;42 Bis Rue De Rivoli, Paris, Paris, 75004;[48.8561374, 2.3573818];https://fr.hotels.com/ho335529/hotel-de-nice-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987255&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953169&sort=RECOMMENDED&top_dp=149&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200573332&selectedRatePlan=202901454&expediaPropertyId=3089296;149 €
Hotel Saint Honore Paris;3,9;3.0;85 Rue Saint Honore, Paris, Paris, 75001;[48.8611819, 2.3436118];https://fr.hotels.com/ho430714/hotel-saint-honore-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987254&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953516&sort=RECOMMENDED&top_dp=268&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315955324&selectedRatePlan=385140914&expediaPropertyId=4434391;268 €
Hôtel Brittany Opéra;4,0;3.0;3-5 Rue Saint Lazare, Paris, Paris, 75009;[48.8762821, 2.3320047];https://fr.hotels.com/ho135752/hotel-brittany-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=159&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=91052&selectedRatePlan=203557130&expediaPropertyId=68517;159 €
Le General Hotel;4,6;4.0;5/7 Rue Rampon, Paris, Paris, 75011;[48.8664197, 2.3679671];https://fr.hotels.com/ho282504/le-general-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987255&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952757&sort=RECOMMENDED&top_dp=182&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=202073623&selectedRatePlan=238127515&expediaPropertyId=24786;182 €
Hotel de la Tamise;4,8;4.0;4 rue d'Alger, Paris, Paris, 75001;[48.8648677, 2.3295324];https://fr.hotels.com/ho428806/hotel-de-la-tamise-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953914&sort=RECOMMENDED&top_dp=319&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201306088&selectedRatePlan=381675625&expediaPropertyId=2521444;319 €
Hôtel Madeleine Plaza;4,3;4.0;33 Place De La Madeleine, Paris, Paris, 75008;[48.8710308, 2.3247804];https://fr.hotels.com/ho141613/hotel-madeleine-plaza-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=6187876&sort=RECOMMENDED&top_dp=201&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=210308505&selectedRatePlan=222203115&expediaPropertyId=562267;201 €
easyHotel Paris Charles de Gaulle;4,3;2.0;10 Rue de la Belle Borne, Tremblay-en-France, Roissy, 93290;;https://fr.hotels.com/ho2343790400/easyhotel-paris-charles-de-gaulle-tremblay-en-france-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987253&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&sort=RECOMMENDED&top_dp=52&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315892958&selectedRatePlan=384961106&expediaPropertyId=73212200;52 €
Hôtel Atelier Vavin;3,9;3.0;49 Rue Vavin, Paris, Paris, 75006;[48.8425947, 2.3287639];https://fr.hotels.com/ho412185/hotel-atelier-vavin-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=184&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200184526&selectedRatePlan=201052599&expediaPropertyId=1214443;184 €
Cluny Square;4,2;3.0;21 boulevard Saint Michel, Paris, Paris, 75005;[48.8505424, 2.3428452];https://fr.hotels.com/ho288502/cluny-square-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=187&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200325804&selectedRatePlan=204670244&expediaPropertyId=10625;187 €
Hôtel Baudelaire Opéra;4,0;3.0;61 rue Sainte-Anne, Paris, Paris, 75002;[48.867994, 2.3362688];https://fr.hotels.com/ho302038/hotel-baudelaire-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987255&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957563&sort=RECOMMENDED&top_dp=235&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200582762&selectedRatePlan=202919488&expediaPropertyId=63326;235 €
Atlantic Hotel;4,4;3.0;44 Rue De Londres, Paris, Paris, 75008;[48.8781127, 2.326357];https://fr.hotels.com/ho282416/atlantic-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200519765&selectedRatePlan=202774478&expediaPropertyId=6877;139 €
Hôtel Pierre Nicole;4,3;2.0;39 rue Pierre Nicole, Paris, Paris, 75005;[48.8397887, 2.3388361];https://fr.hotels.com/ho495233/hotel-pierre-nicole-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958458&sort=RECOMMENDED&top_dp=140&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200909382&selectedRatePlan=278340919&expediaPropertyId=10084602;140 €
Hôtel Opera Lafayette;3,7;3.0;80 Rue La Fayette, Paris, Paris, 75009;[48.8744051, 2.3381764];https://fr.hotels.com/ho351054/hotel-opera-lafayette-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=167&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200443292&selectedRatePlan=248220119&expediaPropertyId=903610;167 €
La Demeure Montaigne;5,0;5.0;18 Rue Clément Marot, Paris, Département de Paris, 75008;;https://fr.hotels.com/ho2292000256/la-demeure-montaigne-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953502&sort=RECOMMENDED&top_dp=378&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315654820&selectedRatePlan=384217933&expediaPropertyId=71593758;378 €
Hôtel Malte - Astotel;4,6;4.0;63 Rue De Richelieu, Paris, Paris, 75002;[48.8671638, 2.3375736];https://fr.hotels.com/ho128172/hotel-malte-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957563&sort=RECOMMENDED&top_dp=241&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200892937&selectedRatePlan=204528315&expediaPropertyId=53587;241 €
Hôtel du Bois Champs-Elysées;4,0;3.0;11 Rue Du Dome, Paris, Paris, 75116;[48.8717426, 2.2909549];https://fr.hotels.com/ho282561/hotel-du-bois-champs-elysees-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953651&sort=RECOMMENDED&top_dp=166&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200270383&selectedRatePlan=202122663&expediaPropertyId=107886;166 €
Hôtel de la Bretonnerie;4,2;3.0;22 Rue Ste Croix Bretonnerie, Paris, Paris, 75004;;https://fr.hotels.com/ho446742/hotel-de-la-bretonnerie-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953169&sort=RECOMMENDED&top_dp=169&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200473436&selectedRatePlan=202640411&expediaPropertyId=6914689;169 €
Acacias Étoile;4,2;3.0;11 Rue Des Acacias, Paris, Paris, 75017;[48.8766342, 2.2907798];https://fr.hotels.com/ho353237/acacias-etoile-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=164&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200298594&selectedRatePlan=256193904&expediaPropertyId=10485;164 €
Hotel & Spa La Belle Juliette;4,4;4.0;92 Rue Du Cherche Midi, Paris, Paris, 75006;[48.8496951, 2.3266876];https://fr.hotels.com/ho282362/hotel-spa-la-belle-juliette-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=222&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200524126&selectedRatePlan=205417053&expediaPropertyId=981059;222 €
Best Western Au Trocadero;4,2;3.0;3 Avenue Raymond Poincare, Paris, Paris, 75116;[48.8637787, 2.2866815];https://fr.hotels.com/ho347206/best-western-au-trocadero-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953651&sort=RECOMMENDED&top_dp=154&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201263717&selectedRatePlan=206120948&expediaPropertyId=24549;154 €
Hôtel Le Milie Rose;4,8;4.0;22 Rue des Petites Ecuries, Paris, 75010;[48.8736325, 2.3520525];https://fr.hotels.com/ho2155225216/hotel-le-milie-rose-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987258&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=190&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=314163441&selectedRatePlan=382592197&expediaPropertyId=67319538;190 €
Hotel Elysees 8;4,5;3.0;16 Rue Cambaceres, Paris, Paris, 75008;[48.8730627, 2.3180239];https://fr.hotels.com/ho118288/hotel-elysees-8-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987258&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=203&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=26596&selectedRatePlan=27863&expediaPropertyId=22141;203 €
L'Empire Paris;4,3;4.0;48 Rue De L Arbre Sec, Paris, Paris, 75001;[48.8607602, 2.3425501];https://fr.hotels.com/ho253061/l-empire-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953516&sort=RECOMMENDED&top_dp=193&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=168458&selectedRatePlan=200817858&expediaPropertyId=1637283;193 €
Hotel Elysée Secret;3,8;0.0;5 rue de Ponthieu, Paris, Paris, 75008;[48.8701324, 2.3111491];https://fr.hotels.com/ho388910/hotel-elysee-secret-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987257&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212956116&sort=RECOMMENDED&top_dp=201&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=211211210&selectedRatePlan=228211793&expediaPropertyId=1159701;201 €
Hôtel Parister;4,5;5.0;19 rue Saulnier, Paris, 75009;[48.8753155, 2.3443779];https://fr.hotels.com/ho617591008/hotel-parister-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987253&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=278&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=202089942&selectedRatePlan=210730513&expediaPropertyId=19268469;278 €
Hôtel Beige;4,1;4.0;12 Rue De Maubeuge, Paris, Paris, 75009;[48.8764636, 2.3410961];https://fr.hotels.com/ho288533/hotel-beige-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994648&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=165&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200592065&selectedRatePlan=240227870&expediaPropertyId=1489;165 €
Hotel le Clos de Notre Dame;4,1;3.0;22 Rue De L Hirondelle, Paris, Paris, 75006;[48.8536618, 2.3429661];https://fr.hotels.com/ho462613/hotel-le-clos-de-notre-dame-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994647&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953246&sort=RECOMMENDED&top_dp=156&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200717113&selectedRatePlan=203574587&expediaPropertyId=4460443;156 €
Hotel Villathena;4,1;0.0;23 Rue d'Athenes, Paris, Paris, 75009;[48.8779012, 2.3276485];https://fr.hotels.com/ho253132/hotel-villathena-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994647&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=181&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=369018&selectedRatePlan=1219184&expediaPropertyId=1633803;181 €
Hôtel Moris;4,1;3.0;13 Rue Rene Boulanger, Paris, Paris, 75010;[48.8692025, 2.3574931];https://fr.hotels.com/ho282496/hotel-moris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994647&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=149&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200640736&selectedRatePlan=203072474&expediaPropertyId=1339863;149 €
Hotel Monceau Wagram;3,8;4.0;7 Rue Rennequin, Paris, Paris, 75017;[48.8809055, 2.2989994];https://fr.hotels.com/ho283172/hotel-monceau-wagram-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994647&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=201&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200217753&selectedRatePlan=234063579&expediaPropertyId=1194;201 €
Hôtel Dress Code;4,5;4.0;5 Rue de Caumartin, Paris, 75008;[48.8705278, 2.3279763];https://fr.hotels.com/ho648946208/hotel-dress-code-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994647&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=226&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=202230335&selectedRatePlan=286235831&expediaPropertyId=20248319;226 €
La Maison Favart;4,7;4.0;5 rue Marivaux, Paris, Paris, 75002;[48.8707802, 2.3373207];https://fr.hotels.com/ho170687/la-maison-favart-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994648&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957563&sort=RECOMMENDED&top_dp=275&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200176747&selectedRatePlan=205784835&expediaPropertyId=2521440;275 €
Hotel du Cygne;3,8;1.0;3 rue du Cygne, Paris, 75001;[48.8631681, 2.3493215];https://fr.hotels.com/ho565215/hotel-du-cygne-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994650&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953516&sort=RECOMMENDED&top_dp=121&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201371780&selectedRatePlan=208005930&expediaPropertyId=2522122;121 €
Hotel Aida Marais Printania;3,7;3.0;19 Rue Du Chateau D Eau, Paris, Paris, 75010;[48.870038, 2.360177];https://fr.hotels.com/ho245173/hotel-aida-marais-printania-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994647&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=163&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=212413440&selectedRatePlan=236228243&expediaPropertyId=53525;163 €
Hôtel Westminster;4,1;4.0;13 Rue De La Paix, Paris, Paris, 75002;[48.8692787, 2.3310062];https://fr.hotels.com/ho126460/hotel-westminster-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994651&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958361&sort=RECOMMENDED&top_dp=294&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315455497&selectedRatePlan=383679053&expediaPropertyId=25780;294 €
Hotel Louvre Piemont;4,5;4.0;22 Rue De Richelieu, Paris, Paris, 75001;[48.8655708, 2.3367043];https://fr.hotels.com/ho341201/hotel-louvre-piemont-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994647&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958333&sort=RECOMMENDED&top_dp=239&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201765450&selectedRatePlan=208814207&expediaPropertyId=34212;239 €
Hotel le Pavillon;4,5;3.0;54 Rue Saint Dominique, Paris, Paris, 75007;[48.8599294, 2.3094438];https://fr.hotels.com/ho198174/hotel-le-pavillon-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994649&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953090&sort=RECOMMENDED&top_dp=199&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200653306&selectedRatePlan=203934801&expediaPropertyId=1166020;199 €
Best Western Aramis Saint-Germain;4,2;3.0;124, Rue De Rennes, Paris, Paris, 75006;[48.8467052, 2.3264549];https://fr.hotels.com/ho198173/best-western-aramis-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994650&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=181&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201263713&selectedRatePlan=206121691&expediaPropertyId=1396;181 €
Hotel Saint André des Arts;4,9;4.0;66 Rue Saint-André des Arts, Paris, 75006;[48.8536222, 2.3390655];https://fr.hotels.com/ho1630194784/hotel-saint-andre-des-arts-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459994648&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953246&sort=RECOMMENDED&top_dp=185&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=232837596&selectedRatePlan=292351917&expediaPropertyId=50912337;185 €
