name;grade;stars;prices;address;gps;start_date;end_date;link
Citadines Place d'Italie Paris;8,1;3.0;4;13e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/citadines-aparthotel-place-italie.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=11&hapos=11&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=21836306_204494336_4_2_0&highlighted_blocks=21836306_204494336_4_2_0&matching_block_id=21836306_204494336_4_2_0&sr_pri_blocks=21836306_204494336_4_2_0__423010&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hotel de France 18;6,2;;4;18e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/de-france-paris1.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=12&hapos=12&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=58306003_348237662_0_2_0%2C58306003_348237662_0_2_0&highlighted_blocks=58306003_348237662_0_2_0%2C58306003_348237662_0_2_0&matching_block_id=58306003_348237662_0_2_0&sr_pri_blocks=58306003_348237662_0_2_0__237523%2C58306003_348237662_0_2_0__237523&from=searchresults#hotelTmpl
Best Western Le Montmartre – Saint Pierre;7,6;3.0;5;18e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/comfort-paris-18eme-saint-pierre.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=13&hapos=13&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=22097209_296013423_2_2_0%2C22097215_296013423_2_2_0&highlighted_blocks=22097209_296013423_2_2_0%2C22097215_296013423_2_2_0&matching_block_id=22097209_296013423_2_2_0&sr_pri_blocks=22097209_296013423_2_2_0__285776%2C22097215_296013423_2_2_0__285776&from=searchresults#hotelTmpl
Residence Les Boulevards;8,2;4.0;7;2e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/des-boulevards.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=14&hapos=14&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=46449414_277130730_0_0_0&highlighted_blocks=46449414_277130730_0_0_0&matching_block_id=46449414_277130730_0_0_0&sr_pri_blocks=46449414_277130730_0_0_0__778829&from=searchresults#hotelTmpl
Louisa Hôtel;7,6;2.0;5;16e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/louisa-hotel.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=15&hapos=15&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=5460803_287854474_0_2_0%2C5460803_287854474_0_2_0&highlighted_blocks=5460803_287854474_0_2_0%2C5460803_287854474_0_2_0&matching_block_id=5460803_287854474_0_2_0&sr_pri_blocks=5460803_287854474_0_2_0__294520%2C5460803_287854474_0_2_0__294520&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Arcadie Montparnasse;7,9;3.0;6;14e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/hotelarcadie.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=16&hapos=16&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=94848_264814541_0_2_0%2C94848_264814541_0_2_0&highlighted_blocks=94848_264814541_0_2_0%2C94848_264814541_0_2_0&matching_block_id=94848_264814541_0_2_0&sr_pri_blocks=94848_264814541_0_2_0__323320%2C94848_264814541_0_2_0__323320&from=searchresults#hotelTmpl
Ribera Eiffel;7,2;2.0;6;16e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/ribera-eiffel.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=17&hapos=17&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=5415402_265740936_2_2_0%2C5415402_265740936_2_2_0&highlighted_blocks=5415402_265740936_2_2_0%2C5415402_265740936_2_2_0&matching_block_id=5415402_265740936_2_2_0&sr_pri_blocks=5415402_265740936_2_2_0__322520%2C5415402_265740936_2_2_0__322520&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Home Suite Home Oberkampf 1BR;;;4;11e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/oberkampf-moulin-joly-cosy-chic-apartment-4p-1br.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=18&hapos=18&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=708727901_295707949_4_0_0&highlighted_blocks=708727901_295707949_4_0_0&matching_block_id=708727901_295707949_4_0_0&sr_pri_blocks=708727901_295707949_4_0_0__457971&from=searchresults#hotelTmpl
Hotel 34B - Astotel;8,9;3.0;8;9e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/34b-astotel.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=19&hapos=19&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=150136502_333268306_0_2_0%2C150136502_333268306_0_2_0&highlighted_blocks=150136502_333268306_0_2_0%2C150136502_333268306_0_2_0&matching_block_id=150136502_333268306_0_2_0&sr_pri_blocks=150136502_333268306_0_2_0__423120%2C150136502_333268306_0_2_0__423120&from=searchresults#hotelTmpl
Les Patios du Marais 2;7,4;;5;3e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/les-patios-du-marais-2.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=20&hapos=20&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=147694324_95773676_0_0_0&highlighted_blocks=147694324_95773676_0_0_0&matching_block_id=147694324_95773676_0_0_0&sr_pri_blocks=147694324_95773676_0_0_0__516413&from=searchresults#hotelTmpl
HotelHome Paris 16;8,6;;7;16e arr., Paris;[6.1337777, 1.2259398];06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/residencejasmin.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=21&hapos=21&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=5073607_122201553_0_0_0&highlighted_blocks=5073607_122201553_0_0_0&matching_block_id=5073607_122201553_0_0_0&sr_pri_blocks=5073607_122201553_0_0_0__782100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Résidence du Louvre;8,5;;14;1er arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/residence-du-louvre-paris1.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=22&hapos=22&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=535860905_277130981_0_0_0&highlighted_blocks=535860905_277130981_0_0_0&matching_block_id=535860905_277130981_0_0_0&sr_pri_blocks=535860905_277130981_0_0_0__1492846&from=searchresults#hotelTmpl
211058 - Appartement 4 personnes à Paris;;;6;11e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/211058-appartement-4-personnes-a-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=23&hapos=23&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=755961401_332435633_4_0_0&highlighted_blocks=755961401_332435633_4_0_0&matching_block_id=755961401_332435633_4_0_0&sr_pri_blocks=755961401_332435633_4_0_0__605900&from=searchresults#hotelTmpl
Hotel Astoria - Astotel;8,5;3.0;7;8e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/astoriaopera.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=24&hapos=24&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=5091605_333268359_0_2_0%2C5091605_333268359_0_2_0&highlighted_blocks=5091605_333268359_0_2_0%2C5091605_333268359_0_2_0&matching_block_id=5091605_333268359_0_2_0&sr_pri_blocks=5091605_333268359_0_2_0__356620%2C5091605_333268359_0_2_0__356620&from=searchresults#hotelTmpl
116480 - Appartement 4 personnes Passy;;;4;16e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/116480-appartement-4-personnes-passy.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=25&hapos=25&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583184&all_sr_blocks=616391302_246249533_4_0_0&highlighted_blocks=616391302_246249533_4_0_0&matching_block_id=616391302_246249533_4_0_0&sr_pri_blocks=616391302_246249533_4_0_0__492340&from=searchresults#hotelTmpl
name;grade;stars;prices;address;gps;start_date;end_date;link
Novotel Paris Vaugirard Montparnasse;7,9;4.0;8;15e arr., Paris;;06-11-2022;07-01-2022;https://www.booking.com/hotel/fr/novotel-paris-vaugirard.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=bb8632fca78bbfe9f9203ec71049535c&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-11&checkout=2022-07-01&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=1&hapos=26&sr_order=popularity&srpvid=79a28b07d28a020d&srepoch=1648583305&all_sr_blocks=5477440_333878368_1_2_0%2C5477440_333878368_1_2_0&highlighted_blocks=5477440_333878368_1_2_0%2C5477440_333878368_1_2_0&matching_block_id=5477440_333878368_1_2_0&sr_pri_blocks=5477440_333878368_1_2_0__414760%2C5477440_333878368_1_2_0__414760&from=searchresults#hotelTmpl
