t,hotel_name,note,stars,price,address,localisation,link
236,Hôtel Etoile Saint Ferdinand by Happyculture,"4,1",4.0,196 €,"36 Rue Saint Ferdinand, Paris, Paris, 75017","[48.8777412, 2.2873247]",https://fr.hotels.com/ho194494/hotel-etoile-saint-ferdinand-by-happyculture-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064572&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=196&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=7840&selectedRatePlan=202663205&expediaPropertyId=26722
237,Est Hotel,"3,7",3.0,114 €,"49 Boulevard De Magenta, Paris, Paris, 75010","[48.872962650000005, 2.3586979450892915]",https://fr.hotels.com/ho283032/est-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064571&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=114&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=228944890&selectedRatePlan=266353233&expediaPropertyId=1160410
238,Hotel Fertel Etoile,"4,1",3.0,167 €,"4 rue des Acacias, Paris, Paris, 75017","[48.8761043, 2.2898764]",https://fr.hotels.com/ho282595/hotel-fertel-etoile-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064571&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=167&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200588358&selectedRatePlan=208518138&expediaPropertyId=63336
239,Hotel Monceau Wagram,"3,8",4.0,201 €,"7 Rue Rennequin, Paris, Paris, 75017","[48.8809055, 2.2989994]",https://fr.hotels.com/ho283172/hotel-monceau-wagram-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064570&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=201&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200217753&selectedRatePlan=234063579&expediaPropertyId=1194
240,Hôtel des 3 Collèges,"4,0",3.0,148 €,"16 Rue Cujas, Paris, Paris, 75005","[48.847955, 2.3422878]",https://fr.hotels.com/ho349850/hotel-des-3-colleges-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064571&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=148&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200556590&selectedRatePlan=256261908&expediaPropertyId=1545249
241,Hôtel Bloum,"4,0",3.0,162 €,"39 Rue Lamartine, Paris, Paris, 75009","[48.8765606, 2.3401801]",https://fr.hotels.com/ho200117/hotel-bloum-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064571&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=162&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=100598&selectedRatePlan=231174&expediaPropertyId=63906
242,Grand Hotel de Paris,"3,1",0,82 €,"72 Boulevard De Strasbourg, Paris, Paris, 75010","[48.8753484, 2.3579637]",https://fr.hotels.com/ho283038/grand-hotel-de-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064571&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=82&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200557701&selectedRatePlan=207818881&expediaPropertyId=1160409
243,L'Ouest Hôtel,"3,9",3.0,125 €,"3, rue du Rocher, Paris, Paris, 75008","[48.8755369, 2.3234197]",https://fr.hotels.com/ho283024/l-ouest-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064571&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=125&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200567409&selectedRatePlan=202889417&expediaPropertyId=2523394
244,Prince Albert Opera,"3,4",0,120 €,"89 Rue De Provence, Paris, Paris, 75009","[48.874231, 2.3310925]",https://fr.hotels.com/ho371558/prince-albert-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064572&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=120&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201493357&selectedRatePlan=207496369&expediaPropertyId=4219534
245,7 Eiffel,"4,2",4.0,191 €,"17 Bis Rue Amelie, Paris, Paris, 75007","[48.8579907, 2.3078055]",https://fr.hotels.com/ho209758/7-eiffel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064572&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953090&sort=RECOMMENDED&top_dp=191&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=18950&selectedRatePlan=1810333&expediaPropertyId=34186
246,Hotel De Nice,"4,1",3.0,149 €,"42 Bis Rue De Rivoli, Paris, Paris, 75004","[48.8561374, 2.3573818]",https://fr.hotels.com/ho335529/hotel-de-nice-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064572&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953169&sort=RECOMMENDED&top_dp=149&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200573332&selectedRatePlan=202901454&expediaPropertyId=3089296
247,Hôtel d'Espagne,"4,3",3.0,159 €,"9, Cité Bergère, Paris, Paris, 75009","[48.8720237, 2.3447376]",https://fr.hotels.com/ho287493/hotel-d-espagne-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064572&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=159&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200517175&selectedRatePlan=202768759&expediaPropertyId=564952
248,Hotel Beauséjour,"4,3",3.0,121 €,"71 Avenue Parmentier, Paris, Paris, 75011","[48.8642675, 2.3750752]",https://fr.hotels.com/ho283061/hotel-beausejour-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064572&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953602&sort=RECOMMENDED&top_dp=121&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200544237&selectedRatePlan=202835977&expediaPropertyId=1542908
249,Le Meridien Etoile,"3,9",4.0,212 €,"81 Boulevard Gouvion Saint-cyr, Paris, Paris, 75017","[48.879540250000005, 2.2853816492180723]",https://fr.hotels.com/ho114226/le-meridien-etoile-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290064566&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=212&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=217832477&selectedRatePlan=272384321&expediaPropertyId=6454
250,Hotel Floride Etoile,"4,2",3.0,134 €,"14 Rue Saint Didier, Paris, Paris, 75116","[48.8662436, 2.2878804]",https://fr.hotels.com/ho123599/hotel-floride-etoile-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069065&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953651&sort=RECOMMENDED&top_dp=134&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200180906&selectedRatePlan=201163313&expediaPropertyId=10640
251,Hotel Taylor,"4,0",3.0,205 €,"6 Rue Taylor, Paris, Paris, 75010","[48.8694333, 2.3591256]",https://fr.hotels.com/ho245657/hotel-taylor-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069065&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=205&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=213300562&selectedRatePlan=242012550&expediaPropertyId=1545173
252,Best Western Hotel Opéra Drouot,"4,0",3.0,148 €,"4, rue de la Grange Batelière, Paris, Paris, 75009","[48.873079, 2.342496]",https://fr.hotels.com/ho144548/best-western-hotel-opera-drouot-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069062&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=148&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201290268&selectedRatePlan=206251666&expediaPropertyId=190383
253,Hotel ibis Paris Bastille Opera 11ème,"3,9",3.0,110 €,"15 rue Breguet, Paris, Paris, 75011","[48.8574217, 2.3729399]",https://fr.hotels.com/ho182343/hotel-ibis-paris-bastille-opera-11eme-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953134&sort=RECOMMENDED&top_dp=110&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200326191&selectedRatePlan=204003954&expediaPropertyId=822
254,Hôtel A La Villa des Artistes,"4,3",3.0,173 €,"9 Rue De La Grande Chaumiere, Paris, Ile-de-France, 75006","[48.8422669, 2.3308061]",https://fr.hotels.com/ho204897/hotel-a-la-villa-des-artistes-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=173&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=202414546&selectedRatePlan=212285456&expediaPropertyId=14788
255,Hôtel des Grandes Ecoles,"4,7",3.0,192 €,"75 Rue du Cardinal Lemoine, Paris, 75005","[48.8452732, 2.3500907]",https://fr.hotels.com/ho1427017120/hotel-des-grandes-ecoles-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069065&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212954084&sort=RECOMMENDED&top_dp=192&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=217037320&selectedRatePlan=266309876&expediaPropertyId=44563035
256,Alexandrine Opera,"3,6",3.0,157 €,"10 Rue De Moscou, Paris, Paris, 75008","[48.8800457, 2.326265]",https://fr.hotels.com/ho283019/alexandrine-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069065&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=157&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200520494&selectedRatePlan=202777595&expediaPropertyId=1382741
257,Courtyard by Marriott Paris Gare de Lyon,"4,4",4.0,221 €,"209-211 Rue de Bercy, Paris, 75012","[48.8421029, 2.3761173]",https://fr.hotels.com/ho855489344/courtyard-by-marriott-paris-gare-de-lyon-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953907&sort=RECOMMENDED&top_dp=221&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=214510327&selectedRatePlan=384646223&expediaPropertyId=26702792
258,Hotel Lucien & Marinette,"4,3",3.0,145 €,"11 rue de Chabrol, Paris, 75010","[48.8765332, 2.3549596]",https://fr.hotels.com/ho1295246976/hotel-lucien-marinette-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069062&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=145&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=218166208&selectedRatePlan=274242334&expediaPropertyId=40445218
259,Hotel Migny Opera Montmartre,"3,3",3.0,209 €,"13 Rue Victor Massé, Paris, Paris, 75009","[48.8806067, 2.339103]",https://fr.hotels.com/ho200649/hotel-migny-opera-montmartre-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=209&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=26929&selectedRatePlan=201578797&expediaPropertyId=909202
260,Hotel Villathena,"4,1",0,181 €,"23 Rue d'Athenes, Paris, Paris, 75009","[48.8779012, 2.3276485]",https://fr.hotels.com/ho253132/hotel-villathena-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=181&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=369018&selectedRatePlan=1219184&expediaPropertyId=1633803
261,New Hotel Opera,"3,6",3.0,139 €,"4 Rue De Liège, Paris, Paris, 75009","[48.8797247, 2.3287485]",https://fr.hotels.com/ho288531/new-hotel-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069065&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200512324&selectedRatePlan=202752971&expediaPropertyId=441574
262,Hôtel Palm - Astotel,"4,3",3.0,165 €,"30 Rue De Maubeuge, Paris, Paris, 75009","[48.8764636, 2.3410961]",https://fr.hotels.com/ho282444/hotel-palm-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069066&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=165&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200861572&selectedRatePlan=204369555&expediaPropertyId=565627
263,Hotel Moderne Saint Germain,"4,2",3.0,162 €,"33 Rue Des Ecoles, Paris, Paris, 75005","[48.8486999, 2.3478356]",https://fr.hotels.com/ho132386/hotel-moderne-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=162&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200218138&selectedRatePlan=201239120&expediaPropertyId=470840
264,"The Originals City, Hôtel Parisiana, Paris Gare de l'Est","3,5",3.0,147 €,"21 Rue De Chabrol, Paris, Paris, 75010","[48.8766622, 2.3541938]",https://fr.hotels.com/ho126620/the-originals-city-hotel-parisiana-paris-gare-de-l-est-inter-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=147&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=364083&selectedRatePlan=1172239&expediaPropertyId=8115
265,Hotel Vaneau Saint Germain,"4,1",3.0,171 €,"86 Rue Vaneau, Paris, Paris, 75007","[48.8485495, 2.3204015]",https://fr.hotels.com/ho301513/hotel-vaneau-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069062&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953332&sort=RECOMMENDED&top_dp=171&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200517253&selectedRatePlan=202768877&expediaPropertyId=849
266,Le Grand Quartier,"4,7",4.0,202 €,"15 rue de Nancy, Paris, 75010","[48.8723226, 2.358486]",https://fr.hotels.com/ho1255552064/le-grand-quartier-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069066&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=202&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=217250625&selectedRatePlan=268268776&expediaPropertyId=39204752
267,Hotel 10 Opera,"3,6",3.0,194 €,"10, Rue du Helder, Paris, Paris, 75009","[48.8718985, 2.3350049]",https://fr.hotels.com/ho282954/hotel-10-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069064&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=194&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200548092&selectedRatePlan=202847442&expediaPropertyId=1542774
268,Le Mathurin Hotel & Spa,"4,4",4.0,266 €,"43, rue des Mathurins, Paris, Paris, 75008","[48.87319225, 2.3239385231902623]",https://fr.hotels.com/ho222872/le-mathurin-hotel-spa-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069066&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=266&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200514736&selectedRatePlan=202760104&expediaPropertyId=7382160
269,Hotel du Cygne,"3,8",1.0,121 €,"3 rue du Cygne, Paris, 75001","[48.8631681, 2.3493215]",https://fr.hotels.com/ho565215/hotel-du-cygne-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069068&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953516&sort=RECOMMENDED&top_dp=121&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201371780&selectedRatePlan=208005930&expediaPropertyId=2522122
270,Hotel de Saint Germain,"4,0",2.0,154 €,"50 Rue Du Four, Paris, Paris, 75006","[48.8523222, 2.3307449]",https://fr.hotels.com/ho282984/hotel-de-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069066&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=6187872&sort=RECOMMENDED&top_dp=154&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200270120&selectedRatePlan=207604523&expediaPropertyId=24509
271,Hôtel Meslay République,"3,8",3.0,119 €,"3, rue Meslay, Paris, Paris, 75003","[48.8672581, 2.3622502]",https://fr.hotels.com/ho282309/hotel-meslay-republique-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069066&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955967&sort=RECOMMENDED&top_dp=119&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200527484&selectedRatePlan=202793090&expediaPropertyId=517075
272,Hotel Fertel Maillot,"4,0",3.0,124 €,"269 Boulevard Pereire, Paris, Paris, 75017","[48.8781397, 2.2852446]",https://fr.hotels.com/ho282596/hotel-fertel-maillot-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069068&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=124&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200625776&selectedRatePlan=203030116&expediaPropertyId=115029
273,La Maison Favart,"4,7",4.0,275 €,"5 rue Marivaux, Paris, Paris, 75002","[48.8707802, 2.3373207]",https://fr.hotels.com/ho170687/la-maison-favart-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069067&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957563&sort=RECOMMENDED&top_dp=275&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200176747&selectedRatePlan=205784835&expediaPropertyId=2521440
274,L'Hôtel Royal Saint Germain,"4,0",3.0,165 €,"159 Rue De Rennes, Paris, Paris, 75006","[48.8449596, 2.3251083]",https://fr.hotels.com/ho193914/l-hotel-royal-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290069066&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=165&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200239422&selectedRatePlan=202315393&expediaPropertyId=565300
