;name;grade;stars;prices;address;gps;start_date;end_date;link
3892;Hôtel Gaston;8,1;3.0;276;17e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/pavillonpereire.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=23&hapos=598&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583897&all_sr_blocks=21758205_93715409_3_2_0%2C12988_93715409_1_2_0&highlighted_blocks=21758205_93715409_3_2_0%2C12988_93715409_1_2_0&matching_block_id=21758205_93715409_3_2_0&sr_pri_blocks=21758205_93715409_3_2_0__15344%2C12988_93715409_1_2_0__12231&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3893;Sinner Paris;8,9;5.0;995;3e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/sinner-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=24&hapos=599&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583897&all_sr_blocks=500552801_278240416_0_2_0%2C500552801_278240416_0_2_0&highlighted_blocks=500552801_278240416_0_2_0%2C500552801_278240416_0_2_0&matching_block_id=500552801_278240416_0_2_0&sr_pri_blocks=500552801_278240416_0_2_0__49750%2C500552801_278240416_0_2_0__49750&from=searchresults#hotelTmpl
3894;Hôtel Du Jeu De Paume;8,8;4.0;770;4e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/du-jeu-de-paume.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=25&hapos=600&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583897&all_sr_blocks=27072901_188448347_0_2_0%2C27072909_188448347_0_2_0&highlighted_blocks=27072901_188448347_0_2_0%2C27072909_188448347_0_2_0&matching_block_id=27072901_188448347_0_2_0&sr_pri_blocks=27072901_188448347_0_2_0__28476%2C27072909_188448347_0_2_0__48476&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3895;name;grade;stars;prices;address;gps;start_date;end_date;link
3896;Hotel De La Cite Rougemont;8,2;2;290;9e arr., Paris;[6.1337777, 1.2259398];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/de-la-cite-rougemont.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=1&hapos=601&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=168383901_276235811_0_0_0%2C168383901_276235811_0_0_0&highlighted_blocks=168383901_276235811_0_0_0%2C168383901_276235811_0_0_0&matching_block_id=168383901_276235811_0_0_0&sr_pri_blocks=168383901_276235811_0_0_0__14486%2C168383901_276235811_0_0_0__14486&from=searchresults#hotelTmpl
3897;Hotel Riviera Elysees;7,0;3;458;17e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/riviera-elysees.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=2&hapos=602&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=165926604_279716771_0_0_0%2C165926604_279716771_0_0_0&highlighted_blocks=165926604_279716771_0_0_0%2C165926604_279716771_0_0_0&matching_block_id=165926604_279716771_0_0_0&sr_pri_blocks=165926604_279716771_0_0_0__22876%2C165926604_279716771_0_0_0__22876&from=searchresults#hotelTmpl
3898;Hotel Louison;8,7;3;533;6e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/avaitic.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=3&hapos=603&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5037501_334856131_0_2_0%2C5037501_334856131_0_2_0&highlighted_blocks=5037501_334856131_0_2_0%2C5037501_334856131_0_2_0&matching_block_id=5037501_334856131_0_2_0&sr_pri_blocks=5037501_334856131_0_2_0__26671%2C5037501_334856131_0_2_0__26671&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3899;Odeon Hotel;8,6;3;385;6e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/odeon-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=4&hapos=604&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=27319903_94384767_2_2_0%2C27319901_94384767_2_2_0&highlighted_blocks=27319903_94384767_2_2_0%2C27319901_94384767_2_2_0&matching_block_id=27319903_94384767_2_2_0&sr_pri_blocks=27319903_94384767_2_2_0__18776%2C27319901_94384767_2_2_0__19676&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3900;The Originals Boutique, Hôtel Maison Montmartre, Paris;8,1;4;234;18e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/qualys-paris-montmatre.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=5&hapos=605&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=311008503_112936993_2_2_0%2C311008503_112936993_2_2_0&highlighted_blocks=311008503_112936993_2_2_0%2C311008503_112936993_2_2_0&matching_block_id=311008503_112936993_2_2_0&sr_pri_blocks=311008503_112936993_2_2_0__11682%2C311008503_112936993_2_2_0__11682&from=searchresults#hotelTmpl
3901;Hôtel Recamier;9,0;4;688;6e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/recamier.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=6&hapos=606&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5435403_338888688_0_2_0%2C5435403_338888688_0_2_0&highlighted_blocks=5435403_338888688_0_2_0%2C5435403_338888688_0_2_0&matching_block_id=5435403_338888688_0_2_0&sr_pri_blocks=5435403_338888688_0_2_0__34416%2C5435403_338888688_0_2_0__34416&from=searchresults#hotelTmpl
3902;Le Hameau de Passy;7,9;2;407;16e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/lehameaudepassy.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=7&hapos=607&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5190702_265531928_0_2_0%2C5190702_265531928_0_2_0&highlighted_blocks=5190702_265531928_0_2_0%2C5190702_265531928_0_2_0&matching_block_id=5190702_265531928_0_2_0&sr_pri_blocks=5190702_265531928_0_2_0__20326%2C5190702_265531928_0_2_0__20326&from=searchresults#hotelTmpl
3903;Hôtel San Régis;9,0;5;1;8e arr., Paris;[6.1337777, 1.2259398];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/ha-tel-san-ra-c-gis.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=8&hapos=608&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=39043402_309340069_0_2_0%2C39043403_309340069_0_2_0&highlighted_blocks=39043402_309340069_0_2_0%2C39043403_309340069_0_2_0&matching_block_id=39043402_309340069_0_2_0&sr_pri_blocks=39043402_309340069_0_2_0__52250%2C39043403_309340069_0_2_0__61750&from=searchresults#hotelTmpl
3904;Castille Paris – Starhotels Collezione;8,4;5;815;1er arr., Paris;[6.1337777, 1.2259398];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/castille-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=9&hapos=609&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5352302_347513763_0_0_0%2C5352302_347513763_0_0_0&highlighted_blocks=5352302_347513763_0_0_0%2C5352302_347513763_0_0_0&matching_block_id=5352302_347513763_0_0_0&sr_pri_blocks=5352302_347513763_0_0_0__40750%2C5352302_347513763_0_0_0__40750&from=searchresults#hotelTmpl
3905;Alyss Saphir Cambronne Eiffel;7,6;3;266;15e arr., Paris;[6.1337777, 1.2259398];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/alyss-saphir-cambronne-eiffel.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=10&hapos=610&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5433202_344450094_2_2_0%2C5433202_344450094_2_2_0&highlighted_blocks=5433202_344450094_2_2_0%2C5433202_344450094_2_2_0&matching_block_id=5433202_344450094_2_2_0&sr_pri_blocks=5433202_344450094_2_2_0__13276%2C5433202_344450094_2_2_0__13276&from=searchresults#hotelTmpl
3906;Hôtel de Notre-Dame;8,1;3;291;5e arr., Paris;[6.1868309, 1.1883102];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/de-notre-dame-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=11&hapos=611&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=18046101_94692352_2_0_0%2C18046101_94692352_2_0_0&highlighted_blocks=18046101_94692352_2_0_0%2C18046101_94692352_2_0_0&matching_block_id=18046101_94692352_2_0_0&sr_pri_blocks=18046101_94692352_2_0_0__14544%2C18046101_94692352_2_0_0__14544&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3907;Le Marceau Bastille;8,6;4;269;12e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/le-marceau-bastille.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=12&hapos=612&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5332113_88918717_0_2_0%2C5332113_88918717_0_2_0&highlighted_blocks=5332113_88918717_0_2_0%2C5332113_88918717_0_2_0&matching_block_id=5332113_88918717_0_2_0&sr_pri_blocks=5332113_88918717_0_2_0__13456%2C5332113_88918717_0_2_0__13456&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3908;Hôtel Du Midi Paris Montparnasse;8,4;3;338;14e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/du-midi-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=13&hapos=613&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=24112601_120707086_0_2_0%2C24112601_120707086_0_2_0&highlighted_blocks=24112601_120707086_0_2_0%2C24112601_120707086_0_2_0&matching_block_id=24112601_120707086_0_2_0&sr_pri_blocks=24112601_120707086_0_2_0__16876%2C24112601_120707086_0_2_0__16876&from=searchresults#hotelTmpl
3909;Hotel du College de France;8,7;3;339;5e arr., Paris;[6.1868309, 1.1883102];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/du-college-de-france.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=14&hapos=614&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=129455201_88987795_0_2_0%2C129455201_88987795_0_2_0&highlighted_blocks=129455201_88987795_0_2_0%2C129455201_88987795_0_2_0&matching_block_id=129455201_88987795_0_2_0&sr_pri_blocks=129455201_88987795_0_2_0__16936%2C129455201_88987795_0_2_0__16936&from=searchresults#hotelTmpl
3910;Mercure Paris Montparnasse Pasteur;8,1;4;312;15e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/montparnasse.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=15&hapos=615&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5022032_94272008_2_34_0%2C5022031_94272008_2_34_0&highlighted_blocks=5022032_94272008_2_34_0%2C5022031_94272008_2_34_0&matching_block_id=5022032_94272008_2_34_0&sr_pri_blocks=5022032_94272008_2_34_0__16576%2C5022031_94272008_2_34_0__14576&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3911;Hotel Atelier Vavin;7,0;3;388;6e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/atelier-saint-germain.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=16&hapos=616&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5162702_279674506_0_2_0%2C5162702_279674506_0_2_0&highlighted_blocks=5162702_279674506_0_2_0%2C5162702_279674506_0_2_0&matching_block_id=5162702_279674506_0_2_0&sr_pri_blocks=5162702_279674506_0_2_0__19376%2C5162702_279674506_0_2_0__19376&from=searchresults#hotelTmpl
3912;Libertel Canal Saint Martin;8,1;3;204;19e arr., Paris;[6.1337777, 1.2259398];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/libertel-villette.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=17&hapos=617&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=102306_93716270_0_2_0%2C102306_93716270_0_2_0&highlighted_blocks=102306_93716270_0_2_0%2C102306_93716270_0_2_0&matching_block_id=102306_93716270_0_2_0&sr_pri_blocks=102306_93716270_0_2_0__10220%2C102306_93716270_0_2_0__10220&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3913;Hôtel Le Beaugency;8,0;3;418;7e arr., Paris;[6.1337777, 1.2259398];08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/beaugency.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=18&hapos=618&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5888002_266009094_2_2_0%2C5888002_266009094_2_2_0&highlighted_blocks=5888002_266009094_2_2_0%2C5888002_266009094_2_2_0&matching_block_id=5888002_266009094_2_2_0&sr_pri_blocks=5888002_266009094_2_2_0__20876%2C5888002_266009094_2_2_0__20876&from=searchresults#hotelTmpl
3914;Hôtel Vacances Bleues Provinces Opera;8,0;3;250;10e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/provinces-opera.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=19&hapos=619&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5535111_88532137_0_2_0%2C5535109_88532137_0_2_0&highlighted_blocks=5535111_88532137_0_2_0%2C5535109_88532137_0_2_0&matching_block_id=5535111_88532137_0_2_0&sr_pri_blocks=5535111_88532137_0_2_0__13444%2C5535109_88532137_0_2_0__11600&from=searchresults#hotelTmpl
3915;Monceau Elysées;8,4;3;368;17e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/monceau-elysees.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=20&hapos=620&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5415601_289833237_2_2_0%2C5415601_289833237_2_2_0&highlighted_blocks=5415601_289833237_2_2_0%2C5415601_289833237_2_2_0&matching_block_id=5415601_289833237_2_2_0&sr_pri_blocks=5415601_289833237_2_2_0__18376%2C5415601_289833237_2_2_0__18376&from=searchresults#hotelTmpl
3916;Grand Hotel Chicago;8,3;4;252;17e arr., Paris;;08-11-2022;09-01-2022;https://www.booking.com/hotel/fr/grand-hotel-chicago-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=1b9df2d5316b43b58b1e78812c6374d7&aid=304142&ucfs=1&arphpl=1&checkin=2022-09-01&checkout=2022-09-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=21&hapos=621&sr_order=popularity&srpvid=0a038b3342cf00ad&srepoch=1648583926&all_sr_blocks=5797708_246029532_0_2_0%2C5797708_246029532_0_2_0&highlighted_blocks=5797708_246029532_0_2_0%2C5797708_246029532_0_2_0&matching_block_id=5797708_246029532_0_2_0&sr_pri_blocks=5797708_246029532_0_2_0__12576%2C5797708_246029532_0_2_0__12576&from=searchresults#hotelTmpl
